population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
Q2,03,ALCBEVG,Alcoholic beverages,200900,Alcoholic beverages purchased on trips,2,CXU200900LB0103M,860.0,32.0,10.72,false
Q2,03,ALCBEVG,Alcoholic beverages,790420,"Alcoholic beverages at restaurants, taverns",2,CXU790420LB0103M,4000.0,148.0,12.1,false
Q2,03,FOODTOTL,Food,010119,Flour and prepared flour mixes,2,CXU010119LB0103M,636.0,23.0,11.47,false
Q2,03,FOODTOTL,Food,010210,"Cereal, breakfast, and granola bars",4,CXU010210LB0103M,2164.0,80.0,9.11,false
Q2,03,FOODTOTL,Food,010310,Rice,4,CXU010310LB0103M,1141.0,42.0,11.78,false
Q2,03,FOODTOTL,Food,010320,"Pasta, cornmeal, and other cereal products",4,CXU010320LB0103M,1242.0,46.0,6.77,false
Q2,03,FOODTOTL,Food,020219,Bread,2,CXU020219LB0103M,3013.0,111.0,5.56,false
Q2,03,FOODTOTL,Food,020310,Biscuits and rolls,5,CXU020310LB0103M,1993.0,74.0,9.75,false
Q2,03,FOODTOTL,Food,020410,Cakes and cupcakes,5,CXU020410LB0103M,1285.0,47.0,9.26,false
Q2,03,FOODTOTL,Food,020510,Cookies,5,CXU020510LB0103M,2002.0,74.0,6.31,false
Q2,03,FOODTOTL,Food,020610,Crackers,5,CXU020610LB0103M,1048.0,39.0,7.22,false
Q2,03,FOODTOTL,Food,020620,Bread and cracker products,5,CXU020620LB0103M,142.0,5.0,23.57,false
Q2,03,FOODTOTL,Food,020710,"Sweetrolls, coffee cakes, and doughnuts",5,CXU020710LB0103M,899.0,33.0,10.06,false
Q2,03,FOODTOTL,Food,020810,Frozen and refrigerated bakery products,4,CXU020810LB0103M,953.0,35.0,8.47,false
Q2,03,FOODTOTL,Food,020820,"Pies, tarts, and turnovers",5,CXU020820LB0103M,437.0,16.0,13.23,false
Q2,03,FOODTOTL,Food,030110,Ground beef,4,CXU030110LB0103M,3599.0,133.0,6.94,false
Q2,03,FOODTOTL,Food,030219,Roasts,2,CXU030219LB0103M,1471.0,54.0,19.58,false
Q2,03,FOODTOTL,Food,030519,Steak,2,CXU030519LB0103M,2956.0,109.0,8.75,false
Q2,03,FOODTOTL,Food,030810,Other beef,4,CXU030810LB0103M,1071.0,40.0,15.32,false
Q2,03,FOODTOTL,Food,040119,"Bacon, breakfast sausage, and related products",2,CXU040119LB0103M,2308.0,85.0,5.48,false
Q2,03,FOODTOTL,Food,040210,Pork chops,4,CXU040210LB0103M,974.0,36.0,16.57,false
Q2,03,FOODTOTL,Food,040319,Ham,2,CXU040319LB0103M,1268.0,47.0,11.7,false
Q2,03,FOODTOTL,Food,040410,Other pork,4,CXU040410LB0103M,1796.0,66.0,9.93,false
Q2,03,FOODTOTL,Food,050110,Frankfurters,4,CXU050110LB0103M,553.0,20.0,11.01,false
Q2,03,FOODTOTL,Food,050319,Lunchmeats,2,CXU050319LB0103M,1913.0,71.0,6.57,false
Q2,03,FOODTOTL,Food,050419,"Lamb, organ meat, and game",2,CXU050419LB0103M,417.0,15.0,23.4,false
Q2,03,FOODTOTL,Food,060119,Chicken,2,CXU060119LB0103M,4284.0,158.0,6.48,false
Q2,03,FOODTOTL,Food,060310,Other poultry,4,CXU060310LB0103M,1120.0,41.0,11.64,false
Q2,03,FOODTOTL,Food,070119,Processed fish and seafood,2,CXU070119LB0103M,2084.0,77.0,6.48,false
Q2,03,FOODTOTL,Food,070230,Fresh fish and shellfish,4,CXU070230LB0103M,2153.0,80.0,9.33,false
Q2,03,FOODTOTL,Food,080110,Eggs,3,CXU080110LB0103M,2284.0,84.0,6.37,false
Q2,03,FOODTOTL,Food,090110,"Fresh milk, all types",4,CXU090110LB0103M,2928.0,108.0,5.89,false
Q2,03,FOODTOTL,Food,100119,Butter and margarine,2,CXU100119LB0103M,1071.0,40.0,7.42,false
Q2,03,FOODTOTL,Food,100210,Cheese,4,CXU100210LB0103M,4264.0,157.0,5.61,false
Q2,03,FOODTOTL,Food,100410,Ice cream and related products,4,CXU100410LB0103M,1881.0,69.0,8.07,false
Q2,03,FOODTOTL,Food,100519,Other dairy and related products,2,CXU100519LB0103M,3213.0,119.0,5.07,false
Q2,03,FOODTOTL,Food,110110,Apples,4,CXU110110LB0103M,1029.0,38.0,7.72,false
Q2,03,FOODTOTL,Food,110210,Bananas,4,CXU110210LB0103M,1024.0,38.0,6.63,false
Q2,03,FOODTOTL,Food,110319,Citrus fruits,2,CXU110319LB0103M,1344.0,50.0,7.53,false
Q2,03,FOODTOTL,Food,110410,Other fresh fruits,4,CXU110410LB0103M,5306.0,196.0,7.01,false
Q2,03,FOODTOTL,Food,120110,Potatoes,4,CXU120110LB0103M,1114.0,41.0,7.88,false
Q2,03,FOODTOTL,Food,120210,Lettuce,4,CXU120210LB0103M,637.0,24.0,8.31,false
Q2,03,FOODTOTL,Food,120310,Tomatoes,4,CXU120310LB0103M,1098.0,41.0,8.73,false
Q2,03,FOODTOTL,Food,120410,Other fresh vegetables,4,CXU120410LB0103M,4812.0,178.0,5.68,false
Q2,03,FOODTOTL,Food,130119,Frozen noncarbonated juices and drinks,2,CXU130119LB0103M,52.0,2.0,29.55,true
Q2,03,FOODTOTL,Food,130129,Frozen fruits and vegetables,2,CXU130129LB0103M,1384.0,51.0,6.87,false
Q2,03,FOODTOTL,Food,140219,Canned fruits and vegetables,2,CXU140219LB0103M,1774.0,66.0,6.39,false
Q2,03,FOODTOTL,Food,140349,Dried fruits and vegetables,2,CXU140349LB0103M,1391.0,51.0,8.82,false
Q2,03,FOODTOTL,Food,150110,Candy and chewing gum,4,CXU150110LB0103M,3380.0,125.0,6.44,false
Q2,03,FOODTOTL,Food,150219,Sugar and artificial sweeteners,2,CXU150219LB0103M,662.0,24.0,11.28,false
Q2,03,FOODTOTL,Food,150310,"Jams, preserves, and other sweets",4,CXU150310LB0103M,980.0,36.0,8.87,false
Q2,03,FOODTOTL,Food,160211,Fats and oils,4,CXU160211LB0103M,1435.0,53.0,7.44,false
Q2,03,FOODTOTL,Food,160212,Salad dressings,4,CXU160212LB0103M,887.0,33.0,10.62,false
Q2,03,FOODTOTL,Food,160320,Peanut butter,4,CXU160320LB0103M,539.0,20.0,9.48,false
Q2,03,FOODTOTL,Food,170110,Cola,4,CXU170110LB0103M,2173.0,80.0,8.23,false
Q2,03,FOODTOTL,Food,170210,Other carbonated drinks,4,CXU170210LB0103M,2983.0,110.0,6.66,false
Q2,03,FOODTOTL,Food,170319,Coffee,2,CXU170319LB0103M,2951.0,109.0,6.22,false
Q2,03,FOODTOTL,Food,170520,Tea,4,CXU170520LB0103M,1044.0,39.0,7.9,false
Q2,03,FOODTOTL,Food,170531,Other noncarbonated beverages and ice,4,CXU170531LB0103M,533.0,20.0,15.83,false
Q2,03,FOODTOTL,Food,170539,Nonfrozen noncarbonated juices and drinks,2,CXU170539LB0103M,6833.0,252.0,8.21,false
Q2,03,FOODTOTL,Food,180110,Canned and packaged soups,4,CXU180110LB0103M,1517.0,56.0,6.11,false
Q2,03,FOODTOTL,Food,180210,Frozen meals,5,CXU180210LB0103M,1294.0,48.0,10.8,false
Q2,03,FOODTOTL,Food,180220,Other frozen prepared foods,5,CXU180220LB0103M,3690.0,136.0,8.33,false
Q2,03,FOODTOTL,Food,180310,Potato chips and other snacks,5,CXU180310LB0103M,4286.0,158.0,5.85,false
Q2,03,FOODTOTL,Food,180320,Nuts,5,CXU180320LB0103M,1351.0,50.0,8.48,false
Q2,03,FOODTOTL,Food,180410,"Salt, spices, and other seasonings",5,CXU180410LB0103M,1451.0,54.0,5.41,false
Q2,03,FOODTOTL,Food,180420,"Olives, pickles, and relishes",5,CXU180420LB0103M,469.0,17.0,12.4,false
Q2,03,FOODTOTL,Food,180510,Sauces and gravies,5,CXU180510LB0103M,1962.0,72.0,5.17,false
Q2,03,FOODTOTL,Food,180520,Baking needs and miscellaneous products,5,CXU180520LB0103M,761.0,28.0,8.43,false
Q2,03,FOODTOTL,Food,180611,Prepared salads,5,CXU180611LB0103M,1572.0,58.0,7.43,false
Q2,03,FOODTOTL,Food,180612,Prepared desserts,5,CXU180612LB0103M,416.0,15.0,12.26,false
Q2,03,FOODTOTL,Food,180620,Baby food,5,CXU180620LB0103M,1060.0,39.0,30.93,true
Q2,03,FOODTOTL,Food,180710,Miscellaneous prepared foods,5,CXU180710LB0103M,7032.0,260.0,6.51,false
Q2,03,FOODTOTL,Food,190400,Food and nonalcoholic beverages at fast food,2,CXU190400LB0103M,31603.0,1167.0,5.67,false
Q2,03,FOODTOTL,Food,190500,Food and nonalcoholic beverages at full service restaurants,2,CXU190500LB0103M,25926.0,958.0,6.85,false
Q2,03,FOODTOTL,Food,190600,Food and nonalcoholic beverages at vending machines and mobile vendors,2,CXU190600LB0103M,880.0,33.0,19.24,false
Q2,03,FOODTOTL,Food,190700,Food and nonalcoholic beverages at employer,2,CXU190700LB0103M,488.0,18.0,24.48,false
Q2,03,FOODTOTL,Food,190902,Catered affairs,2,CXU190902LB0103M,342.0,13.0,47.78,true
Q2,03,FOODTOTL,Food,190903,Food on out of town trips,2,CXU190903LB0103M,5066.0,186.0,7.09,false
Q2,03,FOODTOTL,Food,190904,Food prepared by consumer unit on out of town trips,3,CXU190904LB0103M,1295.0,48.0,13.21,false
Q2,03,FOODTOTL,Food,190905,School meals and board,2,CXU190905LB0103M,428.0,16.0,40.57,true
Q2,03,FOODTOTL,Food,800700,Meals as pay,1,CXU800700LB0103M,1570.0,58.0,32.01,true
Q2,03,HOUSING,Housing,210110,Rent,3,CXU210110LB0103M,164905.0,6066.0,3.3,false
Q2,03,HOUSING,Housing,210210,Lodging on out of town trips,3,CXU210210LB0103M,9758.0,359.0,10.79,false
Q2,03,HOUSING,Housing,210310,Housing while attending school,3,CXU210310LB0103M,926.0,34.0,53.7,true
Q2,03,HOUSING,Housing,210901,Ground rent,4,CXU210901LB0103M,2942.0,108.0,23.19,false
Q2,03,HOUSING,Housing,210902,Ground rent,5,CXU210902LB0103M,15.0,1.0,100.9,true
Q2,03,HOUSING,Housing,220121,Homeowners insurance,4,CXU220121LB0103M,16515.0,607.0,4.67,false
Q2,03,HOUSING,Housing,220122,Homeowners insurance,5,CXU220122LB0103M,250.0,9.0,36.7,true
Q2,03,HOUSING,Housing,220211,Property taxes,3,CXU220211LB0103M,44674.0,1643.0,4.04,false
Q2,03,HOUSING,Housing,220212,Property taxes,4,CXU220212LB0103M,1551.0,57.0,21.15,false
Q2,03,HOUSING,Housing,220311,Mortgage interest,4,CXU220311LB0103M,35140.0,1293.0,5.6,false
Q2,03,HOUSING,Housing,220312,Mortgage interest,5,CXU220312LB0103M,774.0,28.0,48.48,true
Q2,03,HOUSING,Housing,220313,"Interest paid, home equity loan",4,CXU220313LB0103M,862.0,32.0,38.25,true
Q2,03,HOUSING,Housing,220314,"Interest paid, home equity loan",5,CXU220314LB0103M,,,,
Q2,03,HOUSING,Housing,220901,Parking,4,CXU220901LB0103M,308.0,11.0,25.12,true
Q2,03,HOUSING,Housing,220902,Parking,5,CXU220902LB0103M,8.0,,49.99,true
Q2,03,HOUSING,Housing,230112,Painting and papering,5,CXU230112LB0103M,3067.0,113.0,48.25,true
Q2,03,HOUSING,Housing,230113,Plumbing and water heating,5,CXU230113LB0103M,4127.0,152.0,26.13,true
Q2,03,HOUSING,Housing,230114,"Heat, a/c, and electrical work",5,CXU230114LB0103M,6947.0,256.0,15.04,false
Q2,03,HOUSING,Housing,230115,Roofing and gutters,5,CXU230115LB0103M,9036.0,332.0,26.44,true
Q2,03,HOUSING,Housing,230117,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",3,CXU230117LB0103M,22.0,1.0,92.37,true
Q2,03,HOUSING,Housing,230118,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",3,CXU230118LB0103M,442.0,16.0,26.73,true
Q2,03,HOUSING,Housing,230141,Repair of built-in appliances,5,CXU230141LB0103M,,,,
Q2,03,HOUSING,Housing,230142,Repair of built-in appliances,5,CXU230142LB0103M,30.0,1.0,34.38,true
Q2,03,HOUSING,Housing,230143,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230143LB0103M,433.0,16.0,20.5,false
Q2,03,HOUSING,Housing,230144,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230144LB0103M,78.0,3.0,61.72,true
Q2,03,HOUSING,Housing,230150,Repair or maintenance services,5,CXU230150LB0103M,520.0,19.0,33.19,true
Q2,03,HOUSING,Housing,230151,Other repair and maintenance services,5,CXU230151LB0103M,5595.0,206.0,16.68,false
Q2,03,HOUSING,Housing,230152,Repair and remodeling services,6,CXU230152LB0103M,640.0,24.0,59.08,true
Q2,03,HOUSING,Housing,230901,Property management,5,CXU230901LB0103M,2966.0,109.0,19.04,false
Q2,03,HOUSING,Housing,230902,Property management,6,CXU230902LB0103M,227.0,8.0,37.64,true
Q2,03,HOUSING,Housing,240111,"Paint, wallpaper, and supplies",5,CXU240111LB0103M,307.0,11.0,57.61,true
Q2,03,HOUSING,Housing,240112,"Paints, wallpaper, and supplies",5,CXU240112LB0103M,429.0,16.0,22.38,false
Q2,03,HOUSING,Housing,240113,"Paints, wallpaper, and supplies",6,CXU240113LB0103M,41.0,1.0,92.8,true
Q2,03,HOUSING,Housing,240121,Tools and equipment for painting and wallpapering,5,CXU240121LB0103M,33.0,1.0,57.6,true
Q2,03,HOUSING,Housing,240122,Tools and equipment for painting and wallpapering,5,CXU240122LB0103M,46.0,2.0,22.38,false
Q2,03,HOUSING,Housing,240123,Tools and equipment for painting and wallpapering,6,CXU240123LB0103M,4.0,,92.8,true
Q2,03,HOUSING,Housing,240211,"Materials for plastering, panels, roofing, and gutters, etc.",5,CXU240211LB0103M,31.0,1.0,59.47,true
Q2,03,HOUSING,Housing,240212,"Materials for plaster, panel, siding, windows, doors, screens, and awnings",5,CXU240212LB0103M,861.0,32.0,34.74,true
Q2,03,HOUSING,Housing,240213,Materials and equipment for roofs and gutters,5,CXU240213LB0103M,645.0,24.0,58.46,true
Q2,03,HOUSING,Housing,240214,"Materials for plastering, paneling, roofing, gutters, downspouts, siding, windows, doors, screens, and awnings",6,CXU240214LB0103M,,,,
Q2,03,HOUSING,Housing,240221,"Materials for patio, walk, fence, driveway, masonry, brick and stucco work",5,CXU240221LB0103M,1.0,,32.91,true
Q2,03,HOUSING,Housing,240222,"Materials for patio, walk, fence, driveway, masonry, brick, and stucco work",5,CXU240222LB0103M,51.0,2.0,28.39,true
Q2,03,HOUSING,Housing,240223,"Material for patio, walk, fence, drive, masonry, brick, and stucco",6,CXU240223LB0103M,,,,
Q2,03,HOUSING,Housing,240311,Plumbing supplies and equipment,5,CXU240311LB0103M,16.0,1.0,63.13,true
Q2,03,HOUSING,Housing,240312,Plumbing supplies and equipment,5,CXU240312LB0103M,418.0,15.0,26.31,true
Q2,03,HOUSING,Housing,240313,Plumbing supplies and equipment,6,CXU240313LB0103M,5.0,,95.62,true
Q2,03,HOUSING,Housing,240321,"Electrical supplies, heating, and cooling equipment",5,CXU240321LB0103M,1.0,,32.91,true
Q2,03,HOUSING,Housing,240322,"Electrical supplies, heating, and cooling equipment",5,CXU240322LB0103M,259.0,10.0,29.82,true
Q2,03,HOUSING,Housing,240323,"Electrical supplies, heating, and cooling equipment",6,CXU240323LB0103M,,,,
Q2,03,HOUSING,Housing,250111,Fuel oil (renter),4,CXU250111LB0103M,259.0,10.0,71.36,true
Q2,03,HOUSING,Housing,250112,Fuel oil (owned home),4,CXU250112LB0103M,1089.0,40.0,10.76,false
Q2,03,HOUSING,Housing,250113,Fuel oil (owned vacation),4,CXU250113LB0103M,,,,
Q2,03,HOUSING,Housing,250114,Fuel oil (rented vacation),4,CXU250114LB0103M,,,,
Q2,03,HOUSING,Housing,250211,"Gas, bottled/tank (renter)",4,CXU250211LB0103M,149.0,5.0,29.84,true
Q2,03,HOUSING,Housing,250212,"Gas, bottled/tank (owned home)",4,CXU250212LB0103M,1025.0,38.0,21.23,false
Q2,03,HOUSING,Housing,250213,"Gas, bottled/tank (owned vacation)",4,CXU250213LB0103M,54.0,2.0,34.76,true
Q2,03,HOUSING,Housing,250214,"Gas, bottled/tank (rented vacation)",4,CXU250214LB0103M,,,,
Q2,03,HOUSING,Housing,250911,"Coal, wood, and other fuels (renter)",4,CXU250911LB0103M,12.0,,59.22,true
Q2,03,HOUSING,Housing,250912,"Coal, wood, and other fuels (owned home)",4,CXU250912LB0103M,329.0,12.0,54.62,true
Q2,03,HOUSING,Housing,250913,"Coal, wood, and other fuels (owned vacation)",4,CXU250913LB0103M,,,,
Q2,03,HOUSING,Housing,250914,"Coal, wood, and other fuels (rented vacation)",4,CXU250914LB0103M,,,,
Q2,03,HOUSING,Housing,260111,Electricity (renter),3,CXU260111LB0103M,15705.0,578.0,4.75,false
Q2,03,HOUSING,Housing,260112,Electricity (owned home),3,CXU260112LB0103M,29565.0,1088.0,3.21,false
Q2,03,HOUSING,Housing,260113,Electricity (owned vacation),3,CXU260113LB0103M,119.0,4.0,22.25,false
Q2,03,HOUSING,Housing,260114,Electricity (rented vacation),3,CXU260114LB0103M,110.0,4.0,32.28,true
Q2,03,HOUSING,Housing,260211,Natural gas (renter),3,CXU260211LB0103M,2745.0,101.0,8.93,false
Q2,03,HOUSING,Housing,260212,Natural gas (owned home),3,CXU260212LB0103M,8297.0,305.0,5.7,false
Q2,03,HOUSING,Housing,260213,Natural gas (owned vacation),3,CXU260213LB0103M,84.0,3.0,39.59,true
Q2,03,HOUSING,Housing,260214,Natural gas (rented vacation),3,CXU260214LB0103M,32.0,1.0,55.32,true
Q2,03,HOUSING,Housing,270102,Cellular phone service,3,CXU270102LB0103M,29483.0,1084.0,2.69,false
Q2,03,HOUSING,Housing,270104,Phone cards,4,CXU270104LB0103M,,,,
Q2,03,HOUSING,Housing,270106,Residential telephone including VOIP,4,CXU270106LB0103M,3236.0,119.0,7.6,false
Q2,03,HOUSING,Housing,270211,Water/sewer maintenance (renter),4,CXU270211LB0103M,2796.0,103.0,9.5,false
Q2,03,HOUSING,Housing,270212,Water/sewer maintenance (owned home),4,CXU270212LB0103M,9678.0,356.0,4.29,false
Q2,03,HOUSING,Housing,270213,Water/sewer maintenance (owned vacation),4,CXU270213LB0103M,55.0,2.0,37.44,true
Q2,03,HOUSING,Housing,270214,Water/sewer maintenance (rented vacation),4,CXU270214LB0103M,19.0,1.0,47.87,true
Q2,03,HOUSING,Housing,270411,Trash/garbage collection (renter),4,CXU270411LB0103M,736.0,27.0,10.5,false
Q2,03,HOUSING,Housing,270412,Trash/garbage collection (owned home),4,CXU270412LB0103M,4649.0,171.0,4.1,false
Q2,03,HOUSING,Housing,270413,Trash/garbage collection (owned vacation),4,CXU270413LB0103M,125.0,5.0,42.82,true
Q2,03,HOUSING,Housing,270414,Trash/garbage collection (rented vacation),4,CXU270414LB0103M,20.0,1.0,29.37,true
Q2,03,HOUSING,Housing,270901,Septic tank cleaning (renter),4,CXU270901LB0103M,,,,
Q2,03,HOUSING,Housing,270902,Septic tank cleaning (owned home),4,CXU270902LB0103M,1.0,,60.13,true
Q2,03,HOUSING,Housing,270903,Septic tank cleaning (owned vacation),4,CXU270903LB0103M,,,,
Q2,03,HOUSING,Housing,270904,Septic tank cleaning (rented vacation),4,CXU270904LB0103M,,,,
Q2,03,HOUSING,Housing,270906,Septic tank cleaning (renter),4,CXU270906LB0103M,6.0,,76.09,true
Q2,03,HOUSING,Housing,270907,Septic tank cleaning (owner),4,CXU270907LB0103M,124.0,5.0,46.57,true
Q2,03,HOUSING,Housing,280110,Bathroom linens,3,CXU280110LB0103M,574.0,21.0,17.11,false
Q2,03,HOUSING,Housing,280120,Bedroom linens,3,CXU280120LB0103M,1407.0,52.0,17.44,false
Q2,03,HOUSING,Housing,280140,"Kitchen, dining room, and other linens",3,CXU280140LB0103M,107.0,4.0,29.33,true
Q2,03,HOUSING,Housing,280210,Curtains and draperies,3,CXU280210LB0103M,186.0,7.0,17.85,false
Q2,03,HOUSING,Housing,280220,Slipcovers and decorative pillows,3,CXU280220LB0103M,129.0,5.0,16.38,false
Q2,03,HOUSING,Housing,290110,Mattresses and springs,3,CXU290110LB0103M,1556.0,57.0,14.17,false
Q2,03,HOUSING,Housing,290120,Other bedroom furniture,3,CXU290120LB0103M,2251.0,83.0,23.15,false
Q2,03,HOUSING,Housing,290210,Sofas,3,CXU290210LB0103M,3394.0,125.0,18.65,false
Q2,03,HOUSING,Housing,290310,Living room chairs,3,CXU290310LB0103M,1147.0,42.0,20.22,false
Q2,03,HOUSING,Housing,290320,Living room tables,3,CXU290320LB0103M,380.0,14.0,29.12,true
Q2,03,HOUSING,Housing,290410,Kitchen and dining room furniture,3,CXU290410LB0103M,253.0,9.0,24.09,false
Q2,03,HOUSING,Housing,290420,Infants' furniture,3,CXU290420LB0103M,211.0,8.0,45.64,true
Q2,03,HOUSING,Housing,290430,Outdoor furniture,3,CXU290430LB0103M,387.0,14.0,22.85,false
Q2,03,HOUSING,Housing,290440,"Wall units, cabinets, and other furniture",3,CXU290440LB0103M,492.0,18.0,22.87,false
Q2,03,HOUSING,Housing,300111,Refrigerators and freezers (renter),3,CXU300111LB0103M,375.0,14.0,31.6,true
Q2,03,HOUSING,Housing,300112,Refrigerators and freezers (owned home),3,CXU300112LB0103M,1440.0,53.0,23.84,false
Q2,03,HOUSING,Housing,300216,Clothes washers or dryers (renter),3,CXU300216LB0103M,243.0,9.0,33.7,true
Q2,03,HOUSING,Housing,300217,Clothes washers or dryers (owned home),3,CXU300217LB0103M,1126.0,41.0,15.42,false
Q2,03,HOUSING,Housing,300311,Cooking stoves and ovens (renter),3,CXU300311LB0103M,6.0,,101.17,true
Q2,03,HOUSING,Housing,300312,Cooking stoves and ovens (owned home),3,CXU300312LB0103M,962.0,35.0,25.89,true
Q2,03,HOUSING,Housing,300321,Microwave ovens (renter),3,CXU300321LB0103M,111.0,4.0,21.53,false
Q2,03,HOUSING,Housing,300322,Microwave ovens (owned home),3,CXU300322LB0103M,305.0,11.0,16.68,false
Q2,03,HOUSING,Housing,300331,Portable dishwashers (renter),3,CXU300331LB0103M,22.0,1.0,111.58,true
Q2,03,HOUSING,Housing,300332,Portable dishwashers (owned home),3,CXU300332LB0103M,20.0,1.0,71.34,true
Q2,03,HOUSING,Housing,300411,Window air conditioners (renter),3,CXU300411LB0103M,115.0,4.0,38.34,true
Q2,03,HOUSING,Housing,300412,Window air conditioners (owned home),3,CXU300412LB0103M,157.0,6.0,28.44,true
Q2,03,HOUSING,Housing,300900,Miscellaneous household appliances,3,CXU300900LB0103M,8.0,,99.61,true
Q2,03,HOUSING,Housing,320111,"Floor coverings, nonpermanent",3,CXU320111LB0103M,314.0,12.0,19.69,false
Q2,03,HOUSING,Housing,320120,Window coverings,3,CXU320120LB0103M,365.0,13.0,31.77,true
Q2,03,HOUSING,Housing,320130,Infants' equipment,3,CXU320130LB0103M,139.0,5.0,58.71,true
Q2,03,HOUSING,Housing,320140,Laundry and cleaning equipment,3,CXU320140LB0103M,517.0,19.0,16.64,false
Q2,03,HOUSING,Housing,320150,Outdoor equipment,3,CXU320150LB0103M,736.0,27.0,44.34,true
Q2,03,HOUSING,Housing,320221,"Lamps, lighting fixtures, and ceiling fans",3,CXU320221LB0103M,476.0,18.0,30.86,true
Q2,03,HOUSING,Housing,320232,Telephones and accessories,3,CXU320232LB0103M,1587.0,58.0,16.92,false
Q2,03,HOUSING,Housing,320233,Clocks and other household decorative items,3,CXU320233LB0103M,2832.0,105.0,34.19,true
Q2,03,HOUSING,Housing,320330,Flatware,4,CXU320330LB0103M,93.0,3.0,51.27,true
Q2,03,HOUSING,Housing,320345,"Dinnerware, glassware, and serving pieces",4,CXU320345LB0103M,615.0,23.0,30.68,true
Q2,03,HOUSING,Housing,320370,Nonelectric cookware,4,CXU320370LB0103M,1728.0,64.0,59.46,true
Q2,03,HOUSING,Housing,320380,Tableware and nonelectric kitchenware,4,CXU320380LB0103M,326.0,12.0,22.89,false
